Version 4
SHEET 1 4220 852
WINDOW 3 40 36 Left 2
SYMATTR InstName C2
SYMATTR Value 10p
SYMBOL bv -1216 -3552 R0
WINDOW 3 -73 -49 Left 2
WINDOW 0 46 49 Left 2
SYMATTR Value V= limit( V(demag) / ( V(mag) + V(demag)  ), {D_min}, {D_max} )
SYMATTR InstName B14
SYMBOL bv -1216 -3344 R0
WINDOW 3 221 89 Right 2
WINDOW 0 54 54 Left 2
SYMATTR Value V=  1- V(Don_1)
SYMATTR InstName B15
SYMBOL bv -336 -3648 R0
WINDOW 3 -22 184 Left 2
WINDOW 0 -18 153 Left 2
SYMATTR Value V= limit(  min( V(Don_1), V(Don_0)  ),  {D_min}, {D_max} )
SYMATTR InstName B16
SYMBOL res -160 -3664 R90
WINDOW 0 -3 55 VBottom 2
WINDOW 3 36 51 VTop 2
SYMATTR InstName R17
SYMATTR Value {1*R_lp}
SYMBOL cap -144 -3632 R0
WINDOW 0 38 10 Left 2
WINDOW 3 40 36 Left 2
SYMATTR InstName C10
SYMATTR Value 10p
SYMBOL bv -336 -3376 R0
WINDOW 3 -7 199 Left 2
WINDOW 0 -18 163 Left 2
SYMATTR Value V = min (  V(Doff_1), V(Doff_0)  )
SYMATTR InstName B18
SYMBOL res -160 -3392 R90
WINDOW 0 -3 55 VBottom 2
WINDOW 3 36 51 VTop 2
SYMATTR InstName R18
SYMATTR Value {1*R_lp}
SYMBOL cap -144 -3360 R0
WINDOW 0 38 10 Left 2
WINDOW 3 40 36 Left 2
SYMATTR InstName C11
SYMATTR Value 10p
SYMBOL bv 784 -2000 R0
WINDOW 3 46 83 Left 2
WINDOW 0 49 51 Left 2
SYMATTR Value V= V(demag) * V(Doff_2) / {L * Fs}
SYMATTR InstName B23
SYMBOL bv -96 -2112 R0
WINDOW 3 44 73 Left 2
WINDOW 0 45 46 Left 2
SYMATTR Value V= V(I_pk) - V(delta_I_mag)
SYMATTR InstName B24
SYMBOL bv -672 -2112 R0
WINDOW 3 44 71 Left 2
WINDOW 0 42 45 Left 2
SYMATTR Value V= V(mag) * V(Don_2) / {L * Fs}
SYMATTR InstName B25
SYMBOL bv -672 -1872 R0
WINDOW 3 42 80 Left 2
WINDOW 0 42 49 Left 2
SYMATTR Value V= ( V(I_min_mag) + V(delta_I_mag)/2  ) * V(Don_2)
SYMATTR InstName B28
SYMBOL bv -672 -1632 R0
WINDOW 3 46 76 Left 2
WINDOW 0 47 54 Left 2
SYMATTR Value V= ( V(I_pk) - V(delta_I_mag)/2  ) * V(Doff_2)
SYMATTR InstName B29
SYMBOL bv 784 -1792 R0
WINDOW 3 42 76 Left 2
WINDOW 0 47 49 Left 2
SYMATTR Value V= V(I_pk) - V(delta_I_mag)
SYMATTR InstName B30
SYMBOL cap -1280 -2208 R0
WINDOW 0 61 21 Left 2
WINDOW 3 56 43 Left 2
SYMATTR InstName Cs1
SYMATTR Value { Cs }
SYMBOL ind -1120 -2192 R0
SYMATTR InstName L1
SYMATTR Value {L}
SYMATTR SpiceLine Rser=0.1u
SYMBOL bv -1648 -4432 R0
WINDOW 3 277 173 Right 2
WINDOW 0 -9 150 Left 2
SYMATTR Value V=  V(V_mag) - V(Ind_V)
SYMATTR InstName B5
SYMBOL res -1504 -4448 R90
WINDOW 0 -7 58 VBottom 2
WINDOW 3 32 58 VTop 2
SYMATTR InstName R11
SYMATTR Value {1 * R_lp}
SYMBOL cap -1488 -4400 R0
SYMATTR InstName C4
SYMATTR Value 10p
SYMBOL voltage -1456 -1296 R0
SYMATTR InstName V1
SYMATTR Value {Cs}
SYMBOL bv -1680 -1632 R0
WINDOW 0 49 36 Left 2
WINDOW 3 44 68 Left 2
SYMATTR InstName B4
SYMATTR Value V= limit( V(CCM_Ind_V), -1*V(V_demag) + 1m, (V(V_mag) - 1m) )
SYMBOL bv -1648 -4160 R0
WINDOW 3 314 181 Right 2
WINDOW 0 -8 152 Left 2
SYMATTR Value V=  V(V_demag) + V(Ind_V)
SYMATTR InstName B20
SYMBOL res -1504 -4176 R90
WINDOW 0 -7 58 VBottom 2
WINDOW 3 32 58 VTop 2
SYMATTR InstName R13
SYMATTR Value {R_lp}
SYMBOL cap -1488 -4128 R0
SYMATTR InstName C8
SYMATTR Value 10p
SYMBOL bv -1744 -2880 R0
WINDOW 3 51 65 Left 2
WINDOW 0 54 36 Left 2
SYMATTR Value V= limit( V(Don_0) + V(Doff_0), 0, 2)
SYMATTR InstName B7
SYMBOL bv -976 -2576 R0
WINDOW 3 53 148 Left 2
WINDOW 0 54 106 Left 2
SYMATTR Value V= if( sync > 0.5, 1, if( V(CCM_test) > 1,  V(tst1), V(tst2) )  )
SYMATTR InstName B13
SYMBOL bv -976 -2752 R0
WINDOW 3 62 77 Left 2
WINDOW 0 60 42 Left 2
SYMATTR Value V= if( V(CCM_raw) > 0.9, 1, 0 )
SYMATTR InstName B19
SYMBOL bv -448 -2768 R0
WINDOW 3 63 83 Left 2
WINDOW 0 68 49 Left 2
SYMATTR Value V= if( V(CCM_raw) < 0.1, 0, 1 )
SYMATTR InstName B27
SYMBOL res -688 -2592 R90
WINDOW 0 -3 55 VBottom 2
WINDOW 3 36 51 VTop 2
SYMATTR InstName R1
SYMATTR Value {10*R_lp}
SYMBOL cap -656 -2560 R0
WINDOW 0 38 10 Left 2
WINDOW 3 40 36 Left 2
SYMATTR InstName C5
SYMATTR Value 10p
SYMBOL bi -1664 -2096 R180
WINDOW 0 -92 38 Left 2
WINDOW 3 -47 15 Right 2
SYMATTR InstName B32
SYMATTR Value I = V(I_min_mag)
SYMBOL res -1280 -2160 R0
WINDOW 0 62 40 Left 2
WINDOW 3 59 73 Left 2
SYMATTR InstName Rs1
SYMATTR Value R = V(Rs)
SYMBOL bv -1664 -1856 R0
WINDOW 0 45 54 Left 2
WINDOW 3 239 84 Left 2
SYMATTR InstName B1
SYMATTR Value V= if( V(CCM) > 0.5, {Rs_CCM}, {Rs_DCM}  )
SYMBOL bv -1232 -1296 R0
WINDOW 0 45 54 Left 2
WINDOW 3 43 81 Left 2
SYMATTR InstName B2
SYMATTR Value V= V(Rs)
SYMBOL res -1488 -1872 R90
WINDOW 0 10 125 VBottom 2
WINDOW 3 -25 23 VTop 2
SYMATTR InstName R2
SYMATTR Value {100*R_lp}
SYMBOL cap -1488 -1840 R0
WINDOW 0 38 10 Left 2
WINDOW 3 40 36 Left 2
SYMATTR InstName C1
SYMATTR Value 10p
TEXT 96 -4344 Left 2 !.param R_lp = 0.1meg/Fs
TEXT 96 -4560 Left 2 !.param L = 10u
TEXT 96 -4592 Left 2 !.param Fs = 200k
TEXT 96 -4464 Left 2 !.param D_min = 0.05
TEXT 96 -4432 Left 2 !.param D_max = 0.90
TEXT 96 -4496 Left 2 !.param SlopeAmp =0.2
TEXT 96 -4528 Left 2 !.param Ri = 0.25
TEXT 96 -4624 Left 2 !.param sync = 0
TEXT 192 -1664 Left 2 ;Drawn : Mark Dimattina
TEXT 184 -1752 Left 4 ;Title : PWM-CM3
TEXT 192 -1600 Left 2 ;Rev: 0.02
TEXT 192 -1632 Left 2 ;Date:10/06/2024
TEXT 192 -1568 Left 2 ;M.J.Dimattina@ieee.org
TEXT -1520 -2008 Left 2 !.param Cs = { 1 / ( L * (pi * Fs)**2 ) }
TEXT -800 -4088 Left 2 ;Peak Current
TEXT -1888 -3840 Left 2 ;V = L di/dt
TEXT -1888 -3808 Left 2 ;dt = L * di / V
TEXT 960 -2008 Left 2 ;delta I   during demag
TEXT -680 -2176 Left 2 ;di =V * dt /  L
TEXT -496 -2120 Left 2 ;delta I   during mag
TEXT -648 -1928 Left 2 ;Magentizing Current
TEXT -640 -1680 Left 2 ;De-magentizing Current
TEXT -1936 -3608 Left 2 ;On Time Duty Cycle
TEXT -1936 -3392 Left 2 ;Off Time Duty Cycle
TEXT -1768 -2928 Left 2 ;When Don + Doff > 1
TEXT -1264 -3704 Left 2 ;Don_1 = Don_0 / ( Don_0 + Doff_0 )
TEXT -1256 -3656 Left 2 ;simplifies to ->
TEXT -1888 -3752 Left 5 ;DCM
TEXT -1176 -3760 Left 5 ;CCM
TEXT -264 -3776 Left 5 ;Mode Toggle
TEXT -1344 -3072 Left 5 ;Mode Selection
TEXT -712 -2256 Left 5 ;Current Calculation
TEXT -1672 -2344 Left 5 ;Induced Inductor Voltage
TEXT -928 -4536 Left 5 ;Peak Current
TEXT -928 -2976 Left 2 ;Hysteresis to improve transient simulation speed
TEXT -1736 -4528 Left 5 ;Inductor Voltage
TEXT -1736 -4584 Left 5 ;Mag / Demag
TEXT -1520 -1968 Left 2 !.param Rs_CCM = { sqrt( L / Cs ) / Q }
TEXT -1720 -1968 Left 2 !.param Q = 10
TEXT -1520 -1928 Left 2 !.param Rs_DCM = { sqrt( L / Cs ) / 0.5 }
RECTANGLE Normal 640 -1472 -2016 -4704 2
